@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Entropy_1_32 numeric
@attribute Entropy_1_64 numeric
@attribute Entropy_1_128 numeric
@attribute Entropy_1_256 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Entropy_2_32 numeric
@attribute Entropy_2_64 numeric
@attribute Entropy_2_128 numeric
@attribute Entropy_2_256 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Entropy_4_32 numeric
@attribute Entropy_4_64 numeric
@attribute Entropy_4_128 numeric
@attribute Entropy_4_256 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Median_8.0 numeric
@attribute Entropy_8_32 numeric
@attribute Entropy_8_64 numeric
@attribute Entropy_8_128 numeric
@attribute Entropy_8_256 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Mean_16.0 numeric
@attribute Median_16.0 numeric
@attribute Entropy_16_32 numeric
@attribute Entropy_16_64 numeric
@attribute Entropy_16_128 numeric
@attribute Entropy_16_256 numeric
@attribute class {'class 1','class 2'}

@data
0,4.472136,0.117904,4.146742,0.777778,1,0.985228,1.530493,1.530493,1.530493,0.603631,2.252984,-0.485727,0.761905,1,0.977418,1.440645,1.648239,1.648239,0.70695,0.694854,-0.589046,-0.103319,0.666667,0,0.934849,1.357932,1.645579,1.645579,0.64004,0.303533,-0.522136,-0.036409,0.06691,0.544601,0,0.906309,1.218256,1.407141,1.407141,0.469856,0.168707,-0.351952,0.133775,0.237094,0.170184,0.37764,0,0.698047,0.955039,1.164647,1.164647,'class 1'
1,5.830952,0.886994,5.263588,0.555556,0,0.811278,0.811278,1.224394,1.224394,0.59942,2.31162,0.287574,0.761905,1,0.977418,1.440645,1.648239,1.648239,0.685287,0.687044,0.201706,-0.085867,0.736842,0,0.918296,1.343416,1.631905,1.631905,0.623804,0.357749,0.26319,-0.024384,0.061483,0.516432,0,0.891811,1.191003,1.36112,1.36112,0.460611,0.191549,0.426383,0.138809,0.224676,0.163193,0.368944,0,0.696545,0.948964,1.147914,1.147914,'class 1'
0,9.055386,0.190525,8.078303,0.888889,1,0.985228,1.405639,1.752715,1.752715,0.767543,3.565437,-0.577018,0.619048,0,0.918296,1.295462,1.509969,1.509969,0.739966,0.903385,-0.549441,0.027577,0.719298,0,0.923842,1.282691,1.5747,1.5747,0.600127,0.410091,-0.409602,0.167415,0.139839,0.469484,0,0.842804,1.170174,1.313956,1.313956,0.44671,0.212648,-0.256185,0.320833,0.293256,0.153417,0.367702,0,0.689487,0.950671,1.147961,1.147961,'class 1'
1,9.055386,0.964497,8.214792,1,1,0.918296,1.5,1.836592,1.836592,0.908156,3.777067,0.056341,0.904762,0,0.896038,1.299737,1.836918,1.836918,0.781146,0.824366,0.183351,0.12701,0.666667,0,0.934068,1.25346,1.547164,1.547164,0.562888,0.483665,0.401609,0.345267,0.218257,0.446009,0,0.818955,1.135415,1.279969,1.279969,0.428619,0.230364,0.535877,0.479536,0.352526,0.134269,0.373913,0,0.686272,0.951328,1.132038,1.132038,'class 1'
1,7.211102,0.959622,6.634416,0.666667,0,0.863121,1.435521,1.435521,1.435521,0.792541,3.58734,0.167081,0.809524,0,0.696212,1.122114,1.68467,1.68467,0.707269,1.237008,0.252353,0.085272,0.596491,0,0.847418,1.078135,1.382002,1.382002,0.507701,0.578966,0.45192,0.28484,0.199567,0.408451,0,0.766149,1.059108,1.205358,1.205358,0.406948,0.243704,0.552674,0.385593,0.300321,0.100754,0.375155,0,0.689487,0.958467,1.138986,1.138986,'class 1'
0,3.162278,0.042023,3.269373,0.444444,0,0.811278,1.224394,1.224394,1.224394,0.326932,3.097265,-0.284909,0.666667,0,0.672295,1.086988,1.532419,1.532419,0.511561,1.713139,-0.469538,-0.184629,0.508772,0,0.798244,1.031231,1.337817,1.337817,0.435051,0.663158,-0.393028,-0.108118,0.07651,0.370892,0,0.708194,1.003927,1.129276,1.129276,0.382415,0.252142,-0.340392,-0.055482,0.129146,0.052636,0.378882,0,0.686037,0.967506,1.154803,1.154803,'class 1'
0,2,0.037128,1.69678,0.111111,0,0.503258,0.503258,0.503258,0.503258,0.138687,1.361956,-0.101559,0.190476,0,0.468996,0.722858,0.722858,0.722858,0.288941,1.556555,-0.251813,-0.150254,0.403509,0,0.668127,0.904523,1.16314,1.16314,0.351028,0.697085,-0.3139,-0.212341,-0.062087,0.314554,0,0.662823,0.931217,1.057859,1.057859,0.355808,0.255521,-0.318679,-0.21712,-0.066867,-0.00478,0.376398,0,0.690989,0.975644,1.14534,1.14534,'class 1'
2,4.24264,1.769083,3.639612,0.777778,1,0.954434,1.351644,1.351644,1.351644,0.962714,1.460548,0.806369,0.809524,1,0.949452,1.188376,1.407982,1.407982,0.758309,1.140573,1.010775,0.204406,0.736842,1,0.992774,1.307651,1.598213,1.598213,0.610959,0.491007,1.158124,0.351755,0.147349,0.469484,0,0.73749,1.007797,1.286417,1.286417,0.387954,0.090467,1.381129,0.57476,0.370355,0.223005,0.277019,0,0.520429,0.739567,0.927564,0.939485,'class 1'
0,4.24264,0.227657,3.907222,1,1,0.985228,1.405639,1.752715,1.752715,0.920338,2.236293,-0.692681,0.952381,1,0.852405,1.23616,1.453491,1.453491,0.897318,1.075445,-0.669661,0.023021,0.824561,1,0.994813,1.312631,1.662923,1.662923,0.661531,0.289823,-0.433874,0.258807,0.235787,0.469484,0,0.735509,1.005056,1.265851,1.265851,0.396199,0.045344,-0.168541,0.52414,0.501119,0.265333,0.288199,0,0.510284,0.739503,0.927502,0.939424,'class 1'
3,3.162278,2.651173,2.941428,1,1,0.811278,0.811278,1.224394,1.224394,1.352307,1.859571,1.298866,1.095238,1,0.896038,1.383808,1.705733,1.705733,1.026429,0.917911,1.624745,0.325878,0.877193,1,0.989822,1.30803,1.658655,1.658655,0.683894,0.223191,1.967279,0.668413,0.342534,0.441315,0,0.744952,1.028297,1.2691,1.2691,0.398936,0.048784,2.252237,0.953371,0.627492,0.284958,0.291925,0,0.499916,0.729971,0.929803,0.941721,'class 1'
1,2,1.114628,1.993016,1.555556,1,0,0.591673,1.224394,1.224394,1.412347,1.734391,-0.297719,1.095238,1,0.988699,1.382102,1.907517,1.907517,1.07997,1.273617,0.034659,0.332378,0.842105,1,0.957554,1.316647,1.666648,1.666648,0.671653,0.446753,0.442975,0.740695,0.408317,0.469484,0,0.735509,1.005056,1.265851,1.265851,0.396127,0.096636,0.718501,1.01622,0.683843,0.275526,0.298137,0,0.496961,0.736662,0.936299,0.94821,'class 1'
0,4.472136,0.080779,4.009489,0.666667,0,0.954434,0.954434,1.351644,1.351644,0.479254,1.887016,-0.398475,0.619048,0,0.981941,1.219241,1.437377,1.437377,0.629115,1.50345,-0.548336,-0.149861,0.754386,0,0.944387,1.304715,1.637536,1.637536,0.582302,0.627067,-0.501524,-0.103048,0.046813,0.431925,0,0.78517,1.064334,1.249563,1.249563,0.404101,0.149247,-0.323322,0.075153,0.225014,0.178201,0.340373,0,0.642669,0.889309,1.093925,1.093925,'class 1'
0,3.162278,0.045288,2.817991,0.666667,1,1,1.392147,1.392147,1.392147,0.435595,1.514198,-0.390306,0.714286,1,0.998001,1.234498,1.451908,1.451908,0.719492,1.179326,-0.674203,-0.283897,0.789474,1,0.940286,1.366315,1.694671,1.694671,0.630712,0.439314,-0.585424,-0.195117,0.08878,0.441315,0,0.803416,1.082364,1.284736,1.284736,0.421558,0.129722,-0.376269,0.014037,0.297934,0.209154,0.356522,0,0.654873,0.905287,1.10942,1.10942,'class 1'
1,4.472136,0.996732,4.201952,0.777778,1,0.954434,1.351644,1.351644,1.351644,0.877979,2.522266,0.118752,0.857143,1,0.964079,1.336666,1.549211,1.549211,0.827484,0.701193,0.169247,0.050495,0.789474,1,0.966619,1.412975,1.697431,1.697431,0.658728,0.223951,0.338004,0.219251,0.168756,0.474178,0,0.828377,1.120051,1.321083,1.321083,0.435999,0.116623,0.560733,0.441981,0.391486,0.222729,0.361491,0,0.652946,0.912044,1.115973,1.115973,'class 1'
1,3.162278,1.001631,2.989353,1.111111,1,0.591673,1.224394,1.224394,1.224394,1.036175,2.036864,-0.034544,0.904762,1,1,1.521928,1.725651,1.725651,0.896923,0.415884,0.104708,0.139252,0.77193,1,0.968898,1.384291,1.622049,1.622049,0.666511,0.020998,0.335119,0.369663,0.230412,0.530516,0,0.86685,1.170499,1.386102,1.386102,0.446907,0.114032,0.554724,0.589267,0.450016,0.219604,0.371429,0,0.660635,0.910766,1.114734,1.114734,'class 1'
1,2.828427,0.962876,2.776711,0.888889,1,0.985228,1.530493,1.530493,1.530493,0.90406,2.478758,0.058816,1.142857,1,0.940286,1.539491,1.742377,1.742377,0.883821,0.970428,0.079055,0.020239,0.684211,1,0.974779,1.386029,1.564119,1.564119,0.657877,0.168674,0.304998,0.246183,0.225943,0.58216,0,0.88913,1.19308,1.449852,1.449852,0.45388,0.122746,0.508996,0.45018,0.429941,0.203997,0.362733,0,0.675253,0.936966,1.12906,1.12906,'class 1'
0,1.414214,0.156666,0.87885,1,1,1,1.584962,1.584962,1.584962,0.781614,1.822873,-0.624948,0.857143,1,0.970951,1.556657,1.556657,1.556657,0.802389,1.345306,-0.645723,-0.020775,0.631579,0,0.952859,1.366727,1.51639,1.51639,0.639169,0.300465,-0.482503,0.142445,0.16322,0.586854,0,0.894964,1.210562,1.451156,1.451156,0.456642,0.139473,-0.299976,0.324972,0.345747,0.182527,0.365217,0,0.678031,0.93562,1.133348,1.133348,'class 1'
1,2,0.959609,2.006328,0.666667,0,0.863121,1.435521,1.435521,1.435521,0.75964,2.134662,0.19997,0.714286,0,0.896038,1.474554,1.474554,1.474554,0.690317,1.354711,0.269292,0.069323,0.684211,0,0.952859,1.366727,1.51639,1.51639,0.617069,0.386021,0.34254,0.14257,0.073248,0.56338,0,0.894964,1.222122,1.446097,1.446097,0.455057,0.15976,0.504552,0.304583,0.23526,0.162012,0.368944,0,0.691689,0.944565,1.147512,1.147512,'class 1'
0,3.162278,0.045282,2.912014,0.666667,1,1,1.392147,1.392147,1.392147,0.408268,1.812758,-0.362986,0.571429,0,0.918296,1.378783,1.378783,1.378783,0.597398,1.078476,-0.552117,-0.189131,0.631579,0,0.944387,1.362751,1.56152,1.56152,0.595915,0.435653,-0.550633,-0.187647,0.001484,0.549296,0,0.875093,1.202844,1.410451,1.410451,0.449136,0.180173,-0.403854,-0.040868,0.148263,0.146779,0.371429,0,0.693875,0.950433,1.136644,1.136644,'class 1'
0,1.414214,0.075889,1.137933,0.333333,0,0.918296,0.918296,0.918296,0.918296,0.344867,0.817485,-0.268978,0.619048,0,0.981941,1.219241,1.437377,1.437377,0.575346,0.906307,-0.499457,-0.230479,0.614035,0,0.893571,1.318094,1.558731,1.558731,0.575709,0.460795,-0.499821,-0.230843,-0.000364,0.488263,0,0.842804,1.158468,1.329453,1.329453,0.43903,0.198543,-0.363142,-0.094164,0.136316,0.136679,0.36646,0,0.690692,0.947198,1.126175,1.126175,'class 1'
0,1.414214,0.042032,0.961883,0.444444,0,0.991076,0.991076,0.991076,0.991076,0.355995,1.070413,-0.313963,0.761905,1,0.991076,1.236386,1.572352,1.572352,0.623384,0.906233,-0.581352,-0.26739,0.649123,0,0.90658,1.298345,1.53984,1.53984,0.55204,0.475566,-0.510008,-0.196045,0.071345,0.446009,0,0.817025,1.120421,1.265308,1.265308,0.425027,0.213631,-0.382994,-0.069032,0.198358,0.127013,0.359006,0,0.691885,0.947685,1.109877,1.109877,'class 1'
0,3.162278,0.045292,2.756799,0.666667,0,0.954434,0.954434,1.351644,1.351644,0.453885,0.977994,-0.408594,0.857143,1,0.997503,1.377963,1.700445,1.700445,0.670421,0.639889,-0.625129,-0.216535,0.614035,0,0.881291,1.240671,1.484673,1.484673,0.518315,0.502348,-0.473024,-0.06443,0.152105,0.408451,0,0.781281,1.05894,1.205193,1.205193,0.407534,0.224816,-0.362242,0.046352,0.262887,0.110781,0.354037,0,0.682547,0.947361,1.115263,1.115263,'class 1'
0,3.162278,0.150145,2.740201,0.555556,0,0.811278,0.811278,1.224394,1.224394,0.579465,1.025931,-0.42932,0.666667,0,0.964079,1.336666,1.549211,1.549211,0.630914,0.839203,-0.480769,-0.051449,0.561404,0,0.798244,1.079712,1.330712,1.330712,0.469394,0.554223,-0.31925,0.11007,0.16152,0.366197,0,0.727687,1.008513,1.155887,1.155887,0.387065,0.231898,-0.23692,0.1924,0.243849,0.08233,0.357764,0,0.684038,0.960948,1.123989,1.123989,'class 1'
0,2.828427,0.043653,2.766963,0.555556,0,0.811278,0.811278,1.224394,1.224394,0.355714,2.219517,-0.312061,0.47619,0,0.831474,1.076298,1.301241,1.301241,0.484249,1.382956,-0.440596,-0.128535,0.508772,0,0.770629,1.05377,1.305899,1.305899,0.404704,0.610853,-0.36105,-0.04899,0.079545,0.328638,0,0.65373,0.938032,1.064554,1.064554,0.364211,0.23496,-0.320558,-0.008497,0.120037,0.040492,0.365217,0,0.685536,0.970516,1.137043,1.137043,'class 1'
1,0,0.844962,0.232854,0.111111,0,0.503258,0.503258,0.503258,0.503258,0.275499,1.358185,0.569463,0.285714,0,0.60984,0.60984,0.856996,0.856996,0.295153,1.410768,0.54981,-0.019653,0.385965,0,0.597598,0.891226,1.150421,1.150421,0.329112,0.63467,0.515851,-0.053613,-0.033959,0.295775,0,0.593437,0.865598,0.993407,0.993407,0.339616,0.234279,0.505346,-0.064117,-0.044463,-0.010504,0.367702,0,0.687041,0.976311,1.155329,1.155329,'class 1'
0,4.24264,0.082419,4.010739,0.777778,0,0.863121,1.298795,1.657743,1.657743,0.567478,2.623024,-0.485058,0.809524,1,0.949452,1.188376,1.407982,1.407982,0.84514,1.578266,-0.762721,-0.277663,0.877193,1,0.987138,1.262732,1.61664,1.61664,0.659774,0.461582,-0.577355,-0.092297,0.185366,0.446009,0,0.73749,1.007797,1.286417,1.286417,0.396752,0.08203,-0.314333,0.170725,0.448388,0.263022,0.293168,0,0.500331,0.735151,0.934832,0.946745,'class 1'
1,5.830952,0.998373,5.33506,0.888889,1,0.954434,0.954434,1.351644,1.351644,0.980122,3.31687,0.018251,1.190476,1,0.896038,1.299737,1.836918,1.836918,1.055607,1.414309,-0.057235,-0.075485,0.912281,1,0.992267,1.348106,1.695827,1.695827,0.704441,0.226769,0.293932,0.275681,0.351167,0.478873,0,0.748929,1.04759,1.306495,1.306495,0.404359,0.054548,0.594014,0.575763,0.651249,0.300082,0.303106,0,0.497375,0.741744,0.941233,0.953139,'class 1'
1,5.656854,1.077528,5.10447,1.444444,1,0.650022,1.148835,1.657743,1.657743,1.384823,2.700016,-0.307294,1.428571,1,0.918296,1.198192,1.935946,1.935946,1.210984,0.834453,-0.133455,0.173839,0.877193,1,0.981941,1.342139,1.738616,1.738616,0.712988,0.261496,0.36454,0.671835,0.497996,0.492958,0,0.758164,1.056224,1.314745,1.314745,0.406437,0.077754,0.671091,0.978385,0.804546,0.30655,0.30559,0,0.50619,0.759587,0.96558,0.977457,'class 1'
3,3.162278,2.647895,2.918195,0.777778,1,1,1,1.392147,1.392147,1.184287,2.086555,1.463608,0.666667,0,0.981941,0.981941,1.342139,1.342139,0.757596,1.879743,1.890299,0.426691,0.754386,0,0.90658,1.190173,1.569432,1.569432,0.580207,0.649551,2.067688,0.60408,0.17739,0.450704,0,0.763214,1.059092,1.262291,1.262291,0.38891,0.133557,2.258985,0.795377,0.368686,0.191297,0.321739,0,0.630834,0.872573,1.036031,1.036031,'class 1'
1,6.324555,0.959613,5.515134,0.666667,0,0.954434,0.954434,1.351644,1.351644,0.782893,2.464225,0.17672,0.857143,1,0.981941,0.981941,1.437377,1.437377,0.825718,1.595509,0.133894,-0.042826,0.736842,0,0.962146,1.289002,1.691831,1.691831,0.633631,0.469302,0.325982,0.149262,0.192087,0.441315,0,0.76124,1.042715,1.246497,1.246497,0.404375,0.114255,0.555238,0.378518,0.421343,0.229256,0.329193,0,0.640257,0.881764,1.056931,1.056931,'class 1'
0,2.828427,0.114664,2.773041,0.555556,1,0.991076,0.991076,0.991076,0.991076,0.580602,2.301291,-0.465938,1.047619,1,0.936667,1.323532,1.746435,1.746435,0.858458,1.118752,-0.743794,-0.277856,0.859649,1,0.962146,1.324229,1.691831,1.691831,0.665236,0.246251,-0.550573,-0.084634,0.193221,0.441315,0,0.78517,1.064334,1.249563,1.249563,0.417449,0.102629,-0.302785,0.163153,0.441009,0.247788,0.32795,0,0.652924,0.898445,1.080567,1.080567,'class 1'
1,3.162278,0.961247,2.774436,0.777778,1,0.764205,0.764205,0.764205,0.764205,0.839961,1.322089,0.121285,0.904762,1,0.964079,1.336666,1.549211,1.549211,0.868535,0.400248,0.092712,-0.028574,0.789474,1,0.980597,1.405186,1.765748,1.765748,0.673115,0.03902,0.288132,0.166846,0.19542,0.460094,0,0.811278,1.089755,1.291865,1.291865,0.42767,0.10288,0.533577,0.412292,0.440866,0.245446,0.340373,0,0.656784,0.914813,1.089136,1.089136,'class 1'
1,3.162278,0.961244,2.816839,0.777778,1,0.764205,0.764205,0.764205,0.764205,0.828824,1.362781,0.132419,0.857143,1,0.977418,1.49371,1.49371,1.49371,0.827728,0.695517,0.133516,0.001096,0.77193,1,0.949452,1.370738,1.657642,1.657642,0.65986,0.206633,0.301383,0.168964,0.167868,0.502347,0,0.837602,1.129582,1.346821,1.346821,0.43468,0.114682,0.526564,0.394145,0.393048,0.225181,0.345342,0,0.654873,0.917437,1.099053,1.099053,'class 1'
0,2,0.151776,1.969009,0.666667,1,1,1.392147,1.392147,1.392147,0.63247,1.94702,-0.480694,0.714286,1,0.981941,1.342139,1.342139,1.342139,0.735962,1.330216,-0.584186,-0.103492,0.684211,0,0.952859,1.366727,1.545376,1.545376,0.631824,0.36732,-0.480048,0.000646,0.104138,0.549296,0,0.865965,1.184684,1.441867,1.441867,0.43823,0.133435,-0.286454,0.19424,0.297732,0.193595,0.351553,0,0.666332,0.924305,1.111244,1.111244,'class 1'
2,2.828427,1.730315,2.562875,0.555556,0,0.954434,1.351644,1.351644,1.351644,0.759139,1.983202,0.971176,0.571429,0,0.918296,1.378783,1.378783,1.378783,0.626087,1.570101,1.104228,0.133052,0.649123,0,0.939255,1.354747,1.533743,1.533743,0.597317,0.471128,1.132998,0.161822,0.02877,0.57277,0,0.884964,1.213883,1.454329,1.454329,0.438181,0.154335,1.292134,0.320958,0.187906,0.159136,0.354037,0,0.674758,0.936278,1.11739,1.11739,'class 1'
1,4.472136,0.956346,4.005802,0.444444,0,0.811278,1.224394,1.224394,1.224394,0.63099,2.262261,0.325356,0.380952,0,0.742488,1.125491,1.125491,1.125491,0.523943,1.447488,0.432403,0.107047,0.561404,0,0.952859,1.366727,1.51639,1.51639,0.564074,0.525263,0.392273,0.066917,-0.04013,0.558685,0,0.883126,1.199606,1.440687,1.440687,0.434508,0.174106,0.521838,0.196482,0.089435,0.129566,0.360248,0,0.679802,0.936866,1.117963,1.117963,'class 1'
0,1.414214,0.075891,1.411914,0.333333,0,0.918296,0.918296,0.918296,0.918296,0.333225,1.315548,-0.257334,0.47619,0,0.899744,1.26777,1.26777,1.26777,0.458903,1.111302,-0.383011,-0.125678,0.596491,0,0.948078,1.332056,1.482724,1.482724,0.536654,0.545416,-0.460762,-0.203429,-0.077751,0.511737,0,0.844713,1.136232,1.363643,1.363643,0.427293,0.190812,-0.351402,-0.094069,0.031609,0.10936,0.354037,0,0.679307,0.932164,1.113386,1.113386,'class 1'
1,3.162278,0.883724,2.735394,0.333333,0,0.918296,0.918296,0.918296,0.918296,0.449833,0.884067,0.433891,0.333333,0,0.918296,0.918296,0.918296,0.918296,0.465242,0.913261,0.418482,-0.015409,0.526316,0,0.887418,1.3091,1.460433,1.460433,0.51478,0.543326,0.368944,-0.064947,-0.049538,0.450704,0,0.811278,1.115986,1.288104,1.288104,0.416718,0.20345,0.467006,0.033115,0.048524,0.098062,0.351553,0,0.680297,0.945453,1.118992,1.118992,'class 1'
1,3.162278,0.920853,2.699043,0.444444,0,0.991076,0.991076,0.991076,0.991076,0.578536,1.242353,0.342317,0.47619,0,0.934068,0.934068,1.165784,1.165784,0.5365,0.868059,0.384353,0.042036,0.54386,0,0.843162,1.241654,1.485613,1.485613,0.493569,0.527183,0.427284,0.084967,0.042931,0.408451,0,0.778694,1.085634,1.258561,1.258561,0.403051,0.211686,0.517802,0.175485,0.133449,0.090518,0.342857,0,0.677041,0.946032,1.102106,1.102106,'class 1'
0,5.656854,0.188894,4.987507,0.777778,1,1,1,1.392147,1.392147,0.708205,1.862646,-0.519311,0.52381,0,0.970951,0.970951,1.20091,1.20091,0.611781,0.501493,-0.422887,0.096425,0.578947,0,0.804718,1.130805,1.379585,1.379585,0.465857,0.512999,-0.276963,0.242348,0.145924,0.375587,0,0.719982,1.015879,1.163089,1.163089,0.386636,0.21568,-0.197742,0.321569,0.225144,0.079221,0.337888,0,0.674264,0.947248,1.095626,1.095626,'class 1'
3,4,2.575279,3.565683,0.666667,0,0.954434,0.954434,1.351644,1.351644,1.01221,1.478951,1.563069,0.619048,0,0.981941,1.219241,1.437377,1.437377,0.612217,0.479365,1.963062,0.399993,0.526316,0,0.740866,1.025811,1.279155,1.279155,0.425737,0.519993,2.149542,0.586473,0.18648,0.333333,0,0.675427,0.958453,1.084612,1.084612,0.367884,0.215947,2.207396,0.644327,0.244334,0.057854,0.346584,0,0.676547,0.941461,1.095566,1.095566,'class 1'
0,6.324555,0.151769,5.702578,0.666667,0,0.954434,0.954434,1.351644,1.351644,0.592991,2.863313,-0.441222,0.47619,0,0.831474,1.076298,1.301241,1.301241,0.500657,1.173506,-0.348888,0.092334,0.438596,0,0.708836,0.995722,1.250374,1.250374,0.371578,0.543701,-0.219809,0.221413,0.129079,0.300469,0,0.607429,0.894455,1.021751,1.021751,0.347249,0.213229,-0.19548,0.245742,0.153408,0.024329,0.354037,0,0.683541,0.956458,1.112988,1.112988,'class 1'
0,5.656854,0.158304,5.437915,1.111111,1,0.811278,0.811278,1.224394,1.224394,0.872471,4.288911,-0.714167,1.142857,1,0.977418,0.977418,1.684186,1.684186,1.047998,1.923826,-0.889694,-0.175527,0.929825,1,0.998001,1.35667,1.751883,1.751883,0.705621,0.374365,-0.547317,0.16685,0.342376,0.483568,0,0.76719,1.064662,1.322808,1.322808,0.408435,0.083552,-0.250131,0.464036,0.639562,0.297186,0.311801,0,0.502418,0.755996,0.960675,0.972558,'class 1'
1,9.899495,1.082403,8.788894,1.777778,1,0.650022,0.650022,1.657743,1.657743,1.499723,3.818141,-0.41732,1.52381,1,0.863121,1.298795,2.012595,2.012595,1.270464,0.911473,-0.18806,0.229259,0.929825,1,0.994442,1.35345,1.748944,1.748944,0.734565,0.104111,0.347838,0.765158,0.535899,0.464789,0,0.763214,1.059092,1.2769,1.2769,0.415583,0.077009,0.66682,1.084139,0.85488,0.318981,0.324224,0,0.514946,0.777161,0.988201,1.000052,'class 1'
1,4.472136,1.037112,4.114445,1.111111,1,0.985228,0.985228,1.530493,1.530493,1.064201,2.957922,-0.027088,0.809524,0,0.936667,1.194174,1.61525,1.61525,0.815916,2.06403,0.221196,0.248285,0.666667,0,0.859953,1.095198,1.482716,1.482716,0.569079,0.629256,0.468033,0.495122,0.246837,0.43662,0,0.752212,1.019966,1.252028,1.252028,0.378326,0.115509,0.658786,0.685875,0.43759,0.190753,0.300621,0,0.607039,0.82694,0.989331,0.989331,'class 1'
1,5.656854,1.003259,4.44937,1.222222,1,0.863121,0.863121,1.435521,1.435521,1.092662,1.152122,-0.089403,1.047619,1,0.988699,1.253298,1.87157,1.87157,0.972691,1.67173,0.030568,0.119971,0.754386,0,0.923842,1.206339,1.584193,1.584193,0.627778,0.472644,0.375482,0.464884,0.344914,0.441315,0,0.735509,1.033174,1.237295,1.237295,0.391128,0.094884,0.612131,0.701534,0.581564,0.23665,0.30559,0,0.61202,0.850147,1.014152,1.014152,'class 1'
0,1.414214,0.159935,1.568038,1.222222,1,0.985228,0.985228,1.752715,1.752715,0.922589,2.389927,-0.762654,1.190476,1,0.996792,1.402081,1.992014,1.992014,1.0332,1.340488,-0.873265,-0.110612,0.824561,1,0.957554,1.281495,1.652813,1.652813,0.66645,0.256553,-0.506515,0.256139,0.36675,0.441315,0,0.752212,1.034228,1.238312,1.238312,0.402057,0.084047,-0.242122,0.520532,0.631144,0.264393,0.318012,0,0.627819,0.869698,1.033226,1.033226,'class 1'
1,9.486833,1.03875,8.40111,1.222222,1,0.863121,1.298795,1.657743,1.657743,1.15325,3.664463,-0.114499,1.095238,1,0.936667,1.194174,1.746435,1.746435,1.018453,1.027625,0.020297,0.134796,0.842105,1,0.980597,1.378496,1.772246,1.772246,0.679676,0.011811,0.359074,0.473573,0.338777,0.441315,0,0.793414,1.072087,1.257074,1.257074,0.410707,0.088075,0.628043,0.742542,0.607746,0.268969,0.322981,0,0.63431,0.8803,1.04357,1.04357,'class 1'
1,6.324555,1.04038,5.723305,1.333333,1,0.591673,1.061278,1.446617,1.446617,1.171046,2.76596,-0.130666,0.809524,1,0.981941,1.219241,1.437377,1.437377,0.929588,0.981312,0.110792,0.241458,0.894737,1,0.985228,1.379017,1.741855,1.741855,0.667127,0.226038,0.373253,0.503919,0.262461,0.455399,0,0.787127,1.06705,1.269967,1.269967,0.416768,0.104706,0.623612,0.754278,0.51282,0.250359,0.330435,0,0.646138,0.895707,1.050875,1.050875,'class 1'
1,5.09902,0.961238,4.796487,0.777778,1,0.954434,1.351644,1.351644,1.351644,0.815034,2.985646,0.146204,0.857143,1,0.991076,1.360964,1.572352,1.572352,0.772208,1.341058,0.18903,0.042826,0.754386,0,0.929943,1.385043,1.712043,1.712043,0.633646,0.418903,0.327592,0.181388,0.138562,0.483568,0,0.791066,1.086062,1.305042,1.305042,0.420032,0.127252,0.541205,0.395002,0.352175,0.213614,0.336646,0,0.656296,0.918126,1.072773,1.072773,'class 1'
0,2.828427,0.043657,2.716482,0.555556,0,0.954434,1.351644,1.351644,1.351644,0.376877,2.168941,-0.33322,0.619048,1,0.998001,1.35667,1.35667,1.35667,0.595901,1.555133,-0.552244,-0.219024,0.684211,0,0.899744,1.351687,1.590863,1.590863,0.587846,0.547248,-0.544189,-0.210969,0.008055,0.511737,0,0.828712,1.161084,1.377063,1.377063,0.420396,0.1505,-0.376739,-0.043519,0.175505,0.16745,0.345342,0,0.659167,0.916856,1.077054,1.077054,'class 1'
