Area,CD19 (Opal 480) Mean,CD19_Mean,CD3 (Opal 540) Mean,CD3_Mean,CD68 (Opal 520) Mean,CD68_Mean,CD8 (Opal 650) Mean,CD8_Mean,CK (Opal 780) Mean,CK_Mean,Dapi (DAPI) Mean,IER3 (Opal 620) Mean,Ki67 (Opal 690) Mean,cell_id,cell_type_FlowSOM_QC,cell_type_auto_int,cell_type_inform_int,cell_type_manual_int,pStat3 (Opal 570) Mean,sample_id_int,tsne_1,tsne_2
101,0,0.004,0.271,0.005,4.515,0.101,0.295,0,0.353,0.215,6.718,0.056,0.21,1199,5,5,6,5,0.178,11,55.9112,33.0772
189,0.009,0.004,0.159,0,1.245,0.0002027,0.354,0,0.473,0.234,17.103,0.079,0.062,1202,5,5,6,5,0.093,11,35.0869,-21.591
152,0,8.33E-06,0.68,0.125,1.916,0.006,0.606,0.002,0.424,0.38,4.033,0.077,1.401,1231,5,5,6,5,0.131,11,23.297,19.2468
81,0,0,0.287,0,0.487,0,0.284,0,0.484,0.46,6.667,0.106,0.039,1232,5,5,6,5,1.13,11,-40.3118,-27.7691
407,0.001,0.0001305,0.104,0,0.498,0,0.585,0.041,0.236,0.101,7.727,0.039,1.008,1237,5,5,6,5,0.057,11,-8.91371,27.484
393,0.001,6.43E-06,0.216,0.015,5.406,0.086,0.556,0.034,0.309,0.129,5.687,0.05,0.223,1238,5,4,6,5,0.147,11,59.2222,22.3734
206,0,1.23E-05,0.144,0,2.364,0.047,4.242,0.571,0.42,0.346,9.17,0.088,0.172,1239,3,3,6,6,0.31,11,19.4892,50.0218
226,0.009,0.004,0.276,0,0.961,0.001,0.278,0,0.441,0.469,4.785,0.078,0.168,1244,5,5,6,5,0.106,11,20.5648,-33.1237
205,0,0.003,0.309,0,1.542,0.0005245,0.387,0,0.442,0.467,8.445,0.12,0.07,1246,5,5,6,5,0.173,11,39.3611,-9.59443
117,0,0,0.316,0.0003564,1.304,0.0003412,2.338,0.351,0.432,0.478,3.571,0.083,0.79,1255,3,3,6,6,0.247,11,13.1147,43.3456
211,0.172,0.222,0.153,0,0.876,0,0.297,0,0.238,0.023,8.369,0.04,0.102,1260,1,1,6,6,0.09,11,11.3385,-3.28963
218,0,0,0.122,0,3.977,0.092,2.2,0.221,0.3,0.081,5.91,0.07,1.297,1263,3,3,6,6,0.197,11,24.4977,46.2878
169,0.04,0.101,0.169,0,3.304,0.053,0.911,0.005,0.459,0.569,4.293,0.071,0.147,1274,5,5,6,5,0.143,11,32.1951,39.2864
279,0.001,0.0001109,0.31,0.001,2.17,0.011,0.256,0,0.341,0.238,4.949,0.058,0.132,1275,5,5,6,5,0.12,11,35.4799,17.8738
373,0,0.0002018,0.154,0,1.073,0.003,0.881,0.083,0.295,0.149,6.792,0.059,2.795,1279,5,5,6,5,0.112,11,9.10949,25.7862
125,0,0,0.177,2.53E-05,1.645,0.001,0.279,0,0.375,0.281,3.5,0.073,0.061,1281,5,5,6,5,0.086,11,37.1182,-1.57164
108,0,0,0.167,0,5.001,0.215,0.526,0.0001229,0.362,0.194,7.468,0.069,0.09,1283,5,4,6,5,0.113,11,57.7523,27.4191
194,0,0.009,0.204,0,3.503,0.067,0.382,0,0.422,0.343,3.596,0.088,0.07,1286,5,5,6,5,0.08,11,42.1534,39.5408
174,0.032,0.04,0.219,0,1.115,0.0007239,0.461,7.05E-05,0.397,0.203,8.836,0.057,0.113,1292,5,5,6,5,0.1,11,28.5506,-24.988
155,0.063,0.073,0.127,0,3.66,0.037,0.309,0,0.379,0.352,7.672,0.05,0.178,1321,5,5,6,5,0.076,11,44.7673,40.456
226,0.208,0.199,0.659,0.037,1.519,0.011,1.49,0.17,0.309,0.156,10.557,0.075,0.06,1348,1,1,6,5,0.12,11,16.3628,30.5185
185,0.034,0.043,0.218,0,2.005,0.009,0.329,0,0.339,0.217,11.777,0.075,0.084,1350,5,5,6,5,0.084,11,32.5223,14.6762
108,0.001,0,0.547,0.127,0.784,0.0002087,0.191,0,0.193,0.0004079,7.81,0.037,0.056,1352,2,2,6,6,0.077,11,-0.131793,7.32379
138,0.153,0.141,0.2,0,7.993,0.246,0.394,0,0.253,0.002,8.46,0.033,0.222,1366,4,4,6,6,0.163,11,62.2426,1.51778
97,0.022,0.038,0.255,0,1.254,0.0003637,0.773,0.0006822,0.355,0.203,14.111,0.076,0.185,1378,5,5,6,5,0.115,11,11.5252,22.8421
188,0,0,0.335,0,0.976,0,1.422,0.097,0.673,0.734,6.225,0.158,0.211,1386,5,3,6,5,0.426,11,9.49819,36.8969
153,0.029,0.025,0.191,0,1.396,0.005,0.432,0,0.383,0.263,13.882,0.071,0.198,1404,5,5,6,5,0.121,11,36.0749,-15.6637
217,0.426,0.454,0.082,0,1.526,0.007,0.329,0,0.272,0.013,9.475,0.036,0.088,1409,1,1,6,1,0.058,11,29.4794,-2.88469
86,0,0.001,0.306,0,0.973,0.008,0.276,0,0.464,0.464,9.94,0.126,0.056,1423,5,5,6,5,0.24,11,21.0647,-33.671
229,0,0,0.223,0,0.76,0,2.683,0.244,0.349,0.147,7.574,0.086,0.052,1449,3,3,6,5,0.374,11,12.2403,45.1809
130,0.002,0,0.299,6.79E-05,0.546,0,0.365,0,0.462,0.253,7.279,0.09,0.07,1450,5,5,6,5,0.112,11,-37.2791,-29.7679
204,0.033,0.093,0.145,0,3.006,0.024,0.462,0,0.352,0.186,13.965,0.049,0.084,1456,5,5,6,5,0.079,11,37.0804,33.2624
187,0,0,0.122,0,1.187,0,4.711,0.523,0.573,0.599,8.178,0.137,0.586,1468,3,3,6,6,0.286,11,16.7884,52.4296
273,0,6.47E-05,0.309,0,1.39,5.09E-05,0.787,0.066,0.402,0.322,5.373,0.127,0.051,1469,5,5,6,5,0.465,11,12.9934,23.0821
82,0,0,0.23,0,1.787,0.031,0.258,0,0.346,0.159,13.481,0.084,0.076,1473,5,5,6,5,0.182,11,39.6761,2.68515
126,0,0.008,0.181,0,2.327,0.007,0.492,2.51E-05,0.297,0.113,7.846,0.053,0.069,1486,5,5,6,5,0.161,11,27.7173,25.5949
178,0,7.11E-06,0.218,0,2.199,0.034,0.275,0,0.334,0.174,7.502,0.058,0.091,1508,5,5,6,5,0.143,11,35.8533,17.5202
317,0,0.0005022,0.175,0,6.762,0.331,0.405,0,0.374,0.308,6.106,0.065,1.54,1520,4,4,6,6,0.156,11,62.6657,10.9118
185,0.006,0.0002072,0.48,0.075,0.669,0,0.613,0.002,0.552,0.238,13.882,0.103,0.041,1529,5,5,6,5,0.067,11,-1.59393,18.9834
96,0,0.0006268,0.42,0,0.993,0.0002312,0.516,0,0.475,0.537,13.853,0.151,0.128,1545,5,5,6,5,1.002,11,22.2571,-35.3507
334,0,0.0003561,0.24,0,0.649,0,0.283,0,0.342,0.1,6.933,0.094,0.05,1555,5,5,6,5,0.318,11,-20.9751,-18.6408
269,0,0,0.226,0,0.539,0,0.34,0,0.298,0.151,6.248,0.079,0.058,1569,5,5,6,5,1.722,11,-21.4552,-13.0693
157,0,0.000185,0.231,0,0.863,0,0.323,0,0.451,0.19,10.848,0.097,0.061,1574,5,5,6,5,0.075,11,15.1243,-33.9445
263,0,0,0.126,0,4.948,0.114,0.264,0,0.415,0.223,6.251,0.066,0.094,1597,5,5,6,5,0.132,11,58.9202,28.4678
157,0.001,0,0.577,0.112,0.911,0.0004153,0.197,0,0.213,3.87E-05,8.755,0.056,0.08,1619,2,2,6,6,0.312,11,0.131,7.44292
102,0,0,0.181,0,1.253,0.0001361,0.278,0,0.397,0.37,4.498,0.09,0.065,1628,5,5,6,5,0.139,11,26.7624,-9.8179
80,0,0,0.326,0,1.055,0,0.456,0,0.917,0.643,8.014,0.172,0.083,1647,5,5,6,5,0.638,11,35.4165,-35.5022
143,0,0,0.174,0,0.731,1.77E-05,0.217,0,0.375,0.129,8.628,0.063,0.038,1656,5,5,6,5,0.051,11,-3.88959,-28.3046
208,0.004,1.83E-05,0.2,0,1.347,0.024,0.278,0,0.429,0.163,13.35,0.074,0.043,1662,5,5,6,5,0.076,11,33.9918,-14.3968
204,0,7.75E-06,0.282,0.0006216,2.886,0.099,0.513,0.002,0.503,0.32,8.393,0.091,0.035,1665,5,5,6,5,0.092,11,35.2662,31.871
174,0,0,0.233,0.021,1.038,0.0006515,0.291,0,0.312,0.115,6.652,0.058,0.057,1686,5,5,6,5,0.085,11,14.6745,-9.16507
292,0.002,0.0005624,0.097,0,0.323,0,0.182,0,0.278,0.124,7.156,0.052,0.049,1701,5,5,6,5,0.093,11,-56.1132,14.1218
86,0,0,0.208,0,0.556,0,0.203,0,0.478,0.286,6.229,0.096,0.038,1704,5,5,6,5,0.355,11,-37.8547,-26.7481
148,0.004,0.0004468,0.192,0,1.853,0.000992,0.382,0,0.309,0.161,8.386,0.051,0.049,1713,5,5,6,5,0.084,11,45.0835,1.08015
142,0,0,0.254,0,1.144,0.0002043,0.364,0,0.377,0.214,9.316,0.092,0.12,1728,5,5,6,5,0.884,11,27.7257,-22.7763
256,0.375,0.475,0.148,0,0.677,0.0001698,0.334,0,0.395,0.108,3.887,0.068,0.057,1748,1,1,6,1,0.102,11,-10.2444,-24.7259
264,0,0,0.193,0,3.681,0.095,0.523,0.0006643,0.545,0.253,2.784,0.105,0.033,1752,5,5,6,5,0.122,11,43.4657,41.6933
273,0,0,0.293,0,0.566,0,0.272,0,0.297,0.133,8.735,0.088,0.045,1753,5,5,6,5,0.585,11,-19.8294,-16.1779
221,0,0,0.122,0,2.043,0.058,0.28,0,0.4,0.299,7.041,0.064,0.062,1769,5,5,6,5,0.237,11,33.8813,14.6602
328,0.002,0.008,0.218,0,0.851,0,1.898,0.22,0.373,0.109,8.125,0.102,0.074,1783,3,3,6,5,0.145,11,10.5531,41.0044
125,0,0,0.209,0,1.053,0,6.705,0.862,0.55,0.457,9.634,0.155,0.023,1784,3,3,6,6,0.524,11,19.1374,55.5595
202,0.001,0.0002968,0.11,0,0.37,0,0.221,0,0.324,0.166,5.888,0.052,2.18,1795,5,5,6,5,0.079,11,-57.9216,-5.16526
103,0,0,0.258,0,5.071,0.097,2.409,0.261,0.62,0.657,5.154,0.134,0.043,1802,3,3,6,5,0.345,11,55.0939,18.161
267,0.064,0.146,0.231,9.47E-06,5.502,0.12,0.467,0,0.354,0.157,11.196,0.074,0.101,1813,5,5,6,5,0.095,11,60.5815,22.3019
269,0.005,3.76E-05,0.112,0,0.332,0,0.158,0,0.375,0.132,7.581,0.067,0.039,1819,5,5,6,5,0.129,11,-58.9438,-7.87222
237,0.006,0.016,0.252,0,0.578,0.0001496,0.916,0.096,0.384,0.129,9.563,0.091,0.049,1820,5,5,6,5,0.43,11,2.00018,33.392
198,0.005,0.0002223,0.186,0,0.453,0,0.246,0,0.436,0.173,4.58,0.088,2.448,1831,5,5,6,5,0.062,11,-49.4031,-21.2162
130,0,0,0.348,6.81E-05,0.781,0,0.422,0,0.589,0.248,16.115,0.156,0.052,1832,5,5,6,5,0.229,11,19.5941,-43.7523
91,0,0,0.292,0,0.792,0,0.346,0,0.355,0.121,5.395,0.092,0.055,1842,5,5,6,5,0.486,11,-8.17407,-23.1229
242,0,0,0.264,0,8.808,0.366,0.345,0,0.382,0.24,10.434,0.076,0.063,1869,4,4,6,4,0.227,11,61.8278,-3.57807
134,0,0,0.295,0,0.676,0,0.281,0,0.549,0.452,6.185,0.119,0.028,1895,5,5,6,5,0.338,11,-12.1276,-32.1592
182,0.003,0.0001054,0.195,0,1.073,0.002,0.323,0,0.397,0.32,5.527,0.093,0.05,1904,5,5,6,5,0.451,11,25.4507,-23.8094
102,0,0,0.429,4.96E-05,0.689,0,0.445,0,0.375,0.304,15.219,0.15,0.089,1917,5,5,6,5,0.166,11,-6.87013,-27.2258
193,0,0,0.139,0,8.275,0.334,0.236,0,0.214,0.0006928,7.109,0.031,0.067,1932,4,4,6,4,0.203,11,61.6665,-0.162555
184,0,0,0.275,0,1.526,0.025,0.352,0,0.541,0.546,7.149,0.108,0.041,1939,5,5,6,5,0.976,11,40.6306,-12.0796
50,0,0,0.363,0,4.386,0.122,0.332,0,0.459,0.401,8.474,0.106,0.076,1952,5,5,6,5,0.326,11,54.8596,33.4306
65,0,0,0.288,0,4.911,0.154,0.429,0.0006115,0.477,0.382,7.154,0.11,0.072,1956,5,5,6,5,0.349,11,57.7559,28.3676
54,0,0.0007897,0.24,0,1.611,0.0001404,0.455,0,0.59,0.723,6.906,0.139,0.05,1957,5,5,6,5,0.2,11,44.2525,-11.1292
105,0,0.0001507,0.225,0,2.889,0.001,0.442,0,0.502,0.455,4.188,0.096,0.029,1962,5,5,6,5,0.219,11,35.5873,31.7247
452,0,0.0001326,0.132,0,0.977,0.0001215,0.239,0,0.347,0.116,5.937,0.069,0.027,2004,5,5,6,5,0.111,11,13.4274,-14.174
80,0,0,0.274,0,0.733,0,0.443,0,0.872,0.344,4.83,0.16,0.061,2005,5,5,6,5,0.124,11,23.7561,-46.7793
169,0,0,0.132,0,1.115,0.0002191,6.779,0.832,0.397,0.244,13.225,0.167,0.046,2020,3,3,6,5,0.23,11,19.2018,55.6074
108,0,0,0.302,0,0.926,0,1.963,0.281,0.422,0.291,7.03,0.121,0.219,2042,3,3,6,5,0.502,11,10.7939,41.4009
195,0,0,0.595,0.137,0.734,5.10E-05,0.319,0,0.289,0.034,7.167,0.08,0.058,2043,2,2,6,6,0.129,11,-0.739816,8.156
326,0.006,0.0003504,0.494,0.132,0.301,0,0.25,0,0.216,0.017,8.91,0.045,2.412,2044,2,2,6,6,0.1,11,-26.2324,29.2048
259,0,0,0.177,0,3.375,0.05,0.304,0,0.437,0.243,7.867,0.084,0.059,2047,5,5,6,5,0.13,11,40.5584,37.8619
270,0,0,0.096,0,0.576,9.37E-06,0.277,0.003,0.361,0.127,2.997,0.059,0.023,2048,5,5,6,5,0.079,11,-25.6195,-13.4637
216,0.008,0.002,0.195,0,1.822,0.0005876,0.32,0,0.773,0.329,6.088,0.13,0.048,2053,5,5,6,5,0.158,11,41.4515,-1.47873
192,0,0,0.173,0,0.396,0,0.198,0,0.304,0.157,10.184,0.065,0.032,2095,5,5,6,5,0.062,11,-58.752,-4.15401
208,0.001,0,0.19,0,0.348,0,0.173,0,0.271,0.11,12.673,0.056,0.024,2097,5,5,6,5,0.06,11,-57.4501,11.1518
174,0.001,0.002,0.223,0,0.759,0,0.327,0,0.358,0.248,14.921,0.079,0.048,2102,5,5,6,5,0.096,11,-7.5644,-23.994
210,0,0,0.134,0,0.768,1.20E-05,0.272,0,0.345,0.186,11.091,0.067,0.204,2105,5,5,6,5,0.109,11,-2.62158,-21.7074
187,0,0,0.162,0,0.435,0,0.287,0,0.4,0.168,5.489,0.078,0.043,2109,5,5,6,5,0.093,11,-54.3287,-16.1059
179,0,0.0001561,0.111,0,0.813,0,0.325,1.06E-05,0.535,0.479,3.531,0.085,0.257,2128,5,5,6,5,0.139,11,11.9503,-39.3046
172,0,0.001,0.226,0,1.06,9.56E-05,0.259,0,0.359,0.25,5.424,0.063,0.043,2169,5,5,6,5,0.058,11,15.4985,-11.2559
163,0,0,0.223,0,0.581,0,0.33,0,0.503,0.177,8.689,0.101,0.087,2177,5,5,6,5,0.105,11,-38.7017,-30.8624
210,0,0,0.222,0,0.331,0,0.217,0,0.355,0.167,8.504,0.066,0.033,2183,5,5,6,5,0.22,11,-60.0384,-6.10019
127,0,0,0.217,0,0.576,0,0.266,0,0.425,0.191,8.146,0.078,0.052,2196,5,5,6,5,0.186,11,-34.9991,-26.245
140,0.003,0.0001426,0.105,0,0.547,0,0.245,0,0.304,0.183,7.147,0.062,0.032,2218,5,5,6,5,0.072,11,-44.609,-11.8464
172,0,0,0.259,0,0.495,0,0.286,0,0.494,0.104,4.933,0.132,0.042,2229,5,5,6,5,2.185,11,-40.2157,-28.0197
155,0,0,0.197,0,0.677,0,0.248,0,0.423,0.308,9.047,0.086,0.062,2256,5,5,6,5,0.138,11,-15.0326,-32.9858
163,0,0,0.258,0,0.458,0,0.375,0,0.499,0.163,8.269,0.121,0.05,2257,5,5,6,5,5.384,11,-40.2986,-28.765
158,0,0,0.291,0,0.733,0,0.227,0,0.303,0.106,14.009,0.067,0.079,2283,5,5,6,5,0.077,11,-10.7381,-17.0739
224,0,5.64E-06,0.278,0,4.351,0.092,0.345,0,0.385,0.25,10.903,0.091,0.063,2298,5,5,6,5,0.154,11,54.7954,33.9101
84,0,0,0.266,0,0.907,0,0.27,0,0.42,0.282,8.134,0.108,0.046,2307,5,5,6,5,0.143,11,13.8928,-28.3611
147,0,0,0.174,0,0.731,8.31E-05,0.292,0,0.351,0.135,4.42,0.081,1.533,2317,5,5,6,5,0.116,11,-6.00821,-22.0433
218,0,0,0.341,0,0.393,1.74E-05,0.19,0,0.33,0.106,7.438,0.085,0.036,2319,5,5,6,5,0.245,11,-35.103,8.48456
177,0.002,0,0.243,0,0.656,0.002,0.23,0,0.406,0.331,6.64,0.097,0.03,2337,5,5,6,5,0.156,11,-27.4835,-28.6501
163,0,0,0.208,0,0.522,0,0.205,0,0.268,0.128,3.347,0.066,0.043,2351,5,5,6,5,0.084,11,-35.9594,-5.27788
264,0,0,0.179,0,7.657,0.357,0.302,0,0.313,0.166,8.003,0.053,0.056,2354,4,4,6,5,0.359,11,62.2588,4.06012
213,0,0,0.204,0,0.574,2.96E-05,0.261,0,0.478,0.21,13.371,0.087,0.03,2405,5,5,6,5,0.08,11,-36.9116,-27.724
157,0,0,0.36,0.002,4.508,0.099,0.478,3.62E-05,0.76,0.313,8.051,0.141,0.093,2421,5,5,6,5,0.337,11,54.5562,32.6489
71,0,0,0.357,0,0.715,0,0.368,0,0.72,0.458,7.392,0.155,0.038,2424,5,5,6,5,0.745,11,20.7315,-46.3177
272,0,0,0.204,0,0.65,0.002,0.254,0,0.463,0.365,5.245,0.094,0.037,2426,5,5,6,5,0.263,11,-14.5373,-34.9286
58,0,0,0.242,0,1.246,2.18E-05,0.327,0,0.418,0.12,7.378,0.083,0.058,2455,5,5,6,5,0.227,11,32.8504,-21.6943
121,0,0,0.202,0,1.266,4.17E-05,0.229,0,0.4,0.366,6.163,0.073,0.048,2486,5,5,6,5,0.074,11,26.889,-9.91704
151,0,8.35E-06,0.255,0,1.262,0.0009497,0.264,0,0.457,0.133,8.082,0.09,0.074,2495,5,5,6,5,0.071,11,30.7576,-15.0308
179,0,0,0.19,0,1.602,0.0003121,0.287,0,0.435,0.266,7.236,0.093,0.056,2515,5,5,6,5,0.112,11,39.4567,-6.19151
135,0,0,0.252,0,0.546,0,0.298,0,0.47,0.106,9.356,0.092,0.049,2516,5,5,6,5,0.139,11,-38.5578,-29.09
213,0,5.94E-06,0.272,0,0.46,0,0.265,0,0.339,0.203,10.521,0.083,0.048,2517,5,5,6,5,0.377,11,-41.0933,-1.76793
113,0,0,0.337,0,0.509,0,0.293,0,0.333,0.208,8.488,0.1,0.03,2537,5,5,6,5,0.325,11,-19.7968,-17.2476
203,0,0,0.164,0,0.502,0,0.25,0,0.486,0.213,8.298,0.079,0.042,2543,5,5,6,5,0.074,11,-43.5043,-29.4938
176,0,0,0.27,0,1.196,5.03E-05,0.317,0,0.33,0.12,16,0.088,0.083,2563,5,5,6,5,0.104,11,22.0052,-8.51763
141,0,0,0.267,0,1.287,0.023,0.315,0,0.475,0.568,6.475,0.107,0.048,2593,5,5,6,5,0.139,11,35.1233,-20.8771
64,0,0,0.181,0,0.531,0,0.306,0,0.708,0.383,5.807,0.119,0.018,2602,5,5,6,5,0.106,11,19.6464,-49.6871
68,0,0,0.271,0,0.491,0,0.268,0,0.426,0.364,6.695,0.104,0.029,2603,5,5,6,5,0.161,11,-40.4049,-24.8588
60,0,0,0.16,0,2.856,0.051,0.293,0,0.399,0.353,7.369,0.092,0.072,2607,5,5,6,5,0.217,11,37.2758,30.4106
66,0,0.003,0.22,0,0.696,0,0.258,0,0.314,0.119,4.651,0.099,0.03,2609,5,5,6,5,0.161,11,-13.0381,-16.2589
102,0,0,0.247,0,5.52,0.164,0.246,0,0.342,0.195,4.666,0.077,0.053,2611,5,5,6,5,0.211,11,61.8562,22.4024
107,0,0,0.163,0,7.794,0.355,0.407,0,0.496,0.522,4.35,0.075,0.081,2633,4,4,6,6,0.139,11,62.334,3.36007
33,0,0.015,0.18,0,0.678,0,0.464,0,0.318,0.111,11.634,0.103,0.101,2643,5,5,6,5,0.184,11,-7.87847,5.63732
88,0,0,0.232,0,0.577,0,0.25,0,0.355,0.156,4.192,0.073,0.039,2650,5,5,6,5,0.355,11,-34.1624,-22.3327
35,0,0,0.339,0,0.989,0,0.422,0,0.805,0.743,9.521,0.162,0.423,2652,5,5,6,5,0.146,11,25.9862,-44.0007
36,0,0,0.317,0,0.496,0,0.326,0,0.505,0.696,6.619,0.108,0.042,2664,5,5,6,5,0.199,11,-39.7769,-28.7293
31,0,0,0.028,0,1.194,0,6.876,0.873,0.63,0.59,9.03,0.176,0.09,2672,3,3,6,6,0.303,11,19.2649,55.7306
56,0,0,0.213,0,0.688,0,0.367,0,1.056,0.325,5.158,0.19,0.027,2674,5,5,6,5,0.375,11,24.4342,-47.3837
40,0,0,0.214,0,1.559,0.023,0.491,0,0.653,0.739,7.457,0.116,0.076,2675,5,5,6,5,0.14,11,44.2177,-12.853
49,0,0,0.169,0,2.371,0.138,0.36,0,0.462,0.316,4.874,0.072,0.05,2676,5,5,6,5,0.143,11,33.0482,22.1997
34,0,0,0.309,0,1.932,0,0.42,0,0.607,0.313,9.505,0.174,0.293,2678,5,5,6,5,0.11,11,28.3002,15.1444
40,0,0,0.323,0,0.608,3.16E-05,0.385,0,0.654,0.651,12.195,0.136,0.053,2682,5,5,6,5,0.144,11,18.7819,-48.1631
58,0,2.18E-05,0.358,0,0.57,0,0.332,0,0.618,0.496,8.574,0.123,0.065,2700,5,5,6,5,0.092,11,18.5837,-48.1597
119,0.001,5.29E-05,1.076,0.437,0.676,0,0.343,0,0.601,0.513,12.554,0.162,0.055,2703,2,2,6,6,0.253,11,-2.36981,46.9481
45,0,0,0.246,0,0.731,0,0.289,0,0.616,0.586,8.007,0.115,0.096,2704,5,5,6,5,0.319,11,16.1374,-44.8153
116,0,0,0.232,0,0.434,0,0.166,0,0.342,0.185,10.185,0.081,0.042,2708,5,5,6,5,0.228,11,-41.3051,-3.98496
106,0,0,0.087,0,0.633,0,0.187,0,0.311,0.457,2.486,0.052,0.034,1,5,5,6,5,0.083,12,-22.6811,-7.35281
77,0.001,0,0.115,0,1.294,0.003,0.216,0,0.296,0.512,3.162,0.051,1.389,2,5,5,6,5,0.081,12,25.5529,-4.66384
112,0,0,0.143,0,0.857,0,0.278,0,0.363,0.386,4.151,0.078,3.423,3,5,5,6,5,0.154,12,0.976016,-22.627
63,0,0,0.181,0,0.591,0,0.26,0,0.33,0.476,5.542,0.082,0.077,4,5,5,6,5,0.146,12,-24.5934,-16.8907
46,0.006,0,0.267,0,0.805,2.75E-05,0.289,0,0.536,0.906,5.874,0.126,0.113,5,5,5,6,5,0.204,12,15.9425,-39.2245
50,0,0,0.299,0,0.796,0.0008077,0.321,0,0.488,0.645,5.568,0.131,0.048,6,5,5,6,5,0.313,12,15.5665,-37.8331
72,0.004,0,0.172,0,6.235,0.126,0.311,0,0.3,0.198,5.907,0.069,0.035,7,5,5,6,5,0.498,12,63.3469,15.2918
138,0,0,0.197,0,2.679,0.014,0.255,0,0.307,0.414,3.24,0.069,0.064,18,5,5,6,5,0.131,12,38.0677,26.5834
151,0,0,0.113,0,1.154,0.015,0.219,0,0.407,0.732,2.883,0.058,0.028,22,5,5,6,5,0.13,12,22.9018,-12.2671
123,0,0,0.118,0,2.441,0.125,0.304,1.03E-05,0.268,0.148,8.762,0.044,0.057,23,5,5,6,5,0.517,12,37.6733,22.38
215,0,0,0.269,3.15E-05,3.216,0.17,0.182,0,0.267,0.178,4.554,0.041,0.123,28,5,5,6,5,0.067,12,41.3608,35.1606
76,0.004,0,0.203,0,1.641,0.015,0.274,0,0.416,0.642,5.889,0.085,0.063,29,5,5,6,5,0.085,12,39.4893,-4.87856
114,0,0,0.186,0,0.625,0,0.262,3.33E-05,0.407,0.672,6.625,0.073,0.04,31,5,5,6,5,0.14,12,-25.9236,-28.4473
47,0,0,0.224,0,0.685,0,0.247,0,0.31,0.34,7.568,0.075,0.056,47,5,5,6,5,0.161,12,-13.4303,-16.1044
107,0,0,0.163,0,1.855,0.001,0.207,0,0.262,0.335,4.734,0.049,0.213,48,5,5,6,5,0.071,12,38.4728,6.02501
76,0,0,0.201,0,0.603,0,0.215,0,0.261,0.137,4.52,0.062,0.283,52,5,5,6,5,0.15,12,-17.833,-11.2457
62,0.001,0.0001629,0.198,0,0.682,0,0.236,0,0.508,0.867,4.709,0.112,0.078,55,5,5,6,5,0.101,12,-11.2962,-34.9269
106,0,0,0.119,0,0.416,0,0.156,0,0.269,0.121,6.317,0.052,0.028,66,5,5,6,5,0.361,12,-53.635,9.06951
91,0.002,0.068,0.501,0.003,1.872,0,0.46,0,0.405,0.38,2.502,0.156,0.065,73,5,5,6,5,0.459,12,28.3095,13.2887
42,0,0,0.214,0,0.535,0,0.312,0,0.38,0.552,8.335,0.076,0.106,76,5,5,6,5,0.091,12,-38.4014,-23.8453
220,0.001,0,0.167,0,1.298,0.0006027,0.353,0,0.524,0.786,2.167,0.087,0.105,78,5,5,6,5,0.144,12,36.9346,-20.2743
43,0,0,0.272,0,1.415,0.002,0.243,0,0.337,0.508,9.014,0.08,0.042,79,5,5,6,5,0.177,12,31.5131,-4.37638
73,0,0,0.241,0,0.696,0,0.205,0,0.439,0.886,6.281,0.084,0.045,89,5,5,6,5,0.587,12,-7.72502,-33.8385
85,0,0,0.261,0,0.642,0,0.249,0,0.761,0.653,2.307,0.135,0.047,99,5,5,6,5,0.331,12,20.4632,-48.5453
90,0.03,0.006,0.106,0,0.399,0,0.174,0,0.379,0.354,3.603,0.056,0.029,102,5,5,6,5,0.066,12,-56.5004,-7.16491
79,0,0,0.15,0,1.459,0,2.33,0.316,0.274,0.302,11.405,0.105,0.061,109,3,3,6,6,0.119,12,13.4302,43.3444
196,0.001,0,0.096,0,0.69,9.98E-05,0.206,0,0.272,0.132,2.954,0.04,0.026,110,5,5,6,5,0.084,12,-8.96811,-4.32503
110,0.003,0,0.151,0,1.084,0.002,0.195,0,0.308,0.171,6.886,0.055,0.039,120,5,5,6,5,0.165,12,17.8779,-9.83208
211,0,0.0001589,0.313,0,2.042,0.01,1.715,0.042,0.536,0.802,3.173,0.119,0.058,121,5,5,6,5,0.157,12,18.678,30.6252
180,0,0.024,0.31,0,2.444,0.03,0.498,0,0.634,0.554,2.435,0.137,0.05,124,5,5,6,5,0.134,12,31.211,24.7206
54,0,2.35E-05,0.364,0,0.479,0,0.193,0,0.247,0.337,8.345,0.088,0.106,125,5,5,6,5,0.28,12,-33.9557,7.77072
138,0.045,0.281,0.129,0,0.563,0,0.254,0,0.134,0,12.038,0.046,0.097,126,1,1,6,6,0.099,12,-20.9816,19.4992
73,0,0,0.119,0,0.48,0,0.121,0,0.283,0.169,4.41,0.04,0.049,128,5,5,6,5,0.185,12,-45.3522,-4.33157
66,0,0.002,0.144,0,0.996,0.006,0.208,0,0.285,0.352,5.087,0.045,0.058,129,5,5,6,5,0.114,12,12.5837,-11.1657
87,0,0,0.272,0,0.618,0,0.211,0,0.513,0.699,6.581,0.104,0.035,131,5,5,6,5,0.248,12,-12.934,-36.101
115,0,0,0.144,0,0.199,0,0.125,0,0.236,0.116,4.935,0.045,0.029,132,5,5,6,5,0.316,12,-56.3565,19.0062
32,0,0,0.285,0,0.762,0,0.251,0,0.397,0.633,4.828,0.101,0.024,133,5,5,6,5,0.12,12,4.00586,-29.7862
