original,Gaussian_blur_2.0,Gaussian_blur_4.0,Entropy_2_64,Entropy_2_128,Entropy_2_256,class
0,0.992417,0.938631,1.299737,1.836918,1.836918,'class 1'
0,0.665678,0.876303,1.224394,1.772339,1.772339,'class 1'
1,0.557166,0.76709,1.402993,1.818329,1.818329,'class 1'
1,0.616049,0.670445,1.295462,1.509969,1.509969,'class 1'
0,0.660479,0.580274,1.141154,1.363008,1.363008,'class 1'
0,0.37146,0.465207,1.141154,1.363008,1.363008,'class 1'
0,0.150915,0.335643,1.076298,1.301241,1.301241,'class 1'
0,0.136178,0.226171,0.702467,0.702467,0.702467,'class 1'
0,0.058314,0.152029,0.453716,0.453716,0.453716,'class 1'
0,0.648441,0.938939,1.5,1.704767,1.704767,'class 1'
2,0.927241,1.141966,1.548565,2.241781,2.241781,'class 1'
0,0.952237,0.873701,1.352724,1.564504,1.564504,'class 1'
2,0.904939,0.752158,1.278898,1.494193,1.494193,'class 1'
0,0.411676,0.67512,1.189732,1.625379,1.625379,'class 1'
0,0.419185,0.701404,1.438759,1.646442,1.646442,'class 1'
0,0.847447,0.822438,1.312431,1.736392,1.736392,'class 1'
2,1.140887,0.964583,1.415269,1.935946,1.935946,'class 1'
0,1.28755,1.042907,1.299737,1.836918,1.836918,'class 1'
2,1.197467,0.998763,1.509027,1.819027,1.819027,'class 1'
0,0.532406,0.85342,1.432983,1.750225,1.750225,'class 1'
0,0.281876,0.706319,1.312431,1.641154,1.641154,'class 1'
0,0.557403,0.622969,1.23616,1.453491,1.453491,'class 1'
3,1.038643,0.563797,1.076298,1.301241,1.301241,'class 1'
1,0.829254,0.459267,0.884184,1.118275,1.118275,'class 1'
0,0.256805,0.310317,0.747585,0.988181,0.988181,'class 1'
0,0.032847,0.174038,0.722858,0.722858,0.722858,'class 1'
0,0.676157,0.981608,1.359993,1.779424,1.779424,'class 1'
1,1.457394,1.347624,1.402081,2.123199,2.123199,'class 1'
2,1.173596,1.090163,1.459148,1.842371,1.842371,'class 1'
1,0.97106,0.926841,1.323532,1.651197,1.651197,'class 1'
0,0.65069,0.838249,1.438759,1.646442,1.646442,'class 1'
0,0.904647,0.86491,1.485475,1.690934,1.690934,'class 1'
4,1.497932,0.975722,1.5,1.704767,1.704767,'class 1'
1,1.375128,1.088166,1.571542,2.069894,2.069894,'class 1'
2,1.493343,1.124052,1.571542,2.069894,2.069894,'class 1'
3,1.59879,1.035933,1.524317,1.83286,1.83286,'class 1'
0,0.814409,0.853342,1.438759,1.646442,1.646442,'class 1'
0,0.422527,0.678942,1.383808,1.705733,1.705733,'class 1'
0,0.434388,0.576417,1.295462,1.509969,1.509969,'class 1'
0,0.694329,0.507313,1.15678,1.37789,1.37789,'class 1'
2,0.773866,0.403968,0.747585,0.988181,0.988181,'class 1'
0,0.29507,0.26148,0.568996,0.818096,0.818096,'class 1'
1,1.135012,1.053879,1.23266,1.779424,1.779424,'class 1'
4,2.331035,1.55863,1.405639,2.146439,2.320423,'class 1'
5,2.919263,1.905379,1.378783,2.284184,2.451608,'class 1'
2,1.507067,1.227893,1.571542,1.938709,1.938709,'class 1'
0,0.966651,1.013144,1.485475,1.690934,1.690934,'class 1'
2,0.990204,0.899139,1.524317,1.928098,1.928098,'class 1'
2,1.176467,0.905801,1.352724,1.564504,1.564504,'class 1'
1,1.271671,0.989696,1.558872,1.760835,1.760835,'class 1'
0,1.090476,1.071899,1.557432,1.95806,1.95806,'class 1'
1,1.272393,1.082803,1.467458,1.876655,1.876655,'class 1'
2,1.414393,0.983879,1.558872,1.760835,1.760835,'class 1'
1,0.970552,0.803396,1.512888,1.717041,1.717041,'class 1'
2,0.82321,0.624884,1.15678,1.37789,1.37789,'class 1'
1,0.627946,0.497329,1.054016,1.28002,1.28002,'class 1'
0,0.330206,0.39947,1.054016,1.28002,1.28002,'class 1'
0,0.270017,0.294363,0.884184,1.118275,1.118275,'class 1'
1,0.895629,1.036939,0.936667,1.543752,1.746435,'class 1'
1,2.085417,1.612395,1.483659,2.008695,2.189238,'class 1'
4,3.149789,2.020335,1.419556,2.339354,2.504152,'class 1'
3,1.430473,1.228614,1.52219,1.934716,1.934716,'class 1'
0,0.858371,0.985558,1.558872,1.760835,1.760835,'class 1'
1,0.718082,0.849942,1.440645,1.648239,1.648239,'class 1'
0,0.677013,0.828259,1.440645,1.648239,1.648239,'class 1'
1,0.851342,0.881759,1.457717,1.664498,1.664498,'class 1'
2,1.084933,0.939348,1.438759,1.646442,1.646442,'class 1'
1,1.103491,0.931967,1.406008,1.61525,1.61525,'class 1'
1,0.947228,0.829426,1.521928,1.725651,1.725651,'class 1'
0,0.547395,0.665702,1.368996,1.580001,1.580001,'class 1'
0,0.484629,0.505671,1.26777,1.26777,1.26777,'class 1'
1,0.47861,0.377565,0.963746,0.963746,0.963746,'class 1'
0,0.18733,0.270662,0.892943,0.892943,0.892943,'class 1'
1,1.567878,1.48688,1.54618,2.258872,2.427502,'class 1'
6,2.95003,1.895253,1.577406,2.42322,2.584024,'class 1'
2,2.573434,1.964552,1.399581,2.203702,2.374959,'class 1'
0,0.944573,1.10931,1.480682,1.860829,1.860829,'class 1'
1,0.731357,0.888149,1.457717,1.664498,1.664498,'class 1'
0,0.485705,0.763954,1.457717,1.664498,1.664498,'class 1'
0,0.310242,0.728304,1.49371,1.49371,1.49371,'class 1'
0,0.52289,0.752398,1.312744,1.312744,1.312744,'class 1'
1,0.844444,0.779299,1.20091,1.20091,1.20091,'class 1'
1,0.899294,0.746518,1.35667,1.35667,1.35667,'class 1'
1,0.641396,0.63587,1.35667,1.35667,1.35667,'class 1'
0,0.276796,0.488923,1.342139,1.342139,1.342139,'class 1'
0,0.215195,0.356488,1.11552,1.11552,1.11552,'class 1'
0,0.187751,0.249847,0.856996,0.856996,0.856996,'class 1'
0,1.164859,1.300185,1.565653,2.07839,2.255614,'class 1'
2,2.061726,1.651042,1.579434,2.147731,2.321653,'class 1'
2,1.880697,1.701263,1.521928,2.133206,2.30782,'class 1'
1,0.753192,0.782614,1.368996,1.580001,1.580001,'class 1'
1,0.751578,0.703058,1.228576,1.228576,1.228576,'class 1'
0,0.552685,0.677031,1.20091,1.20091,1.20091,'class 1'
1,0.589836,0.676126,1.342139,1.342139,1.342139,'class 1'
0,0.619897,0.663086,1.20091,1.20091,1.20091,'class 1'
1,0.583064,0.596826,1.20091,1.20091,1.20091,'class 1'
0,0.335072,0.475068,0.998364,0.998364,0.998364,'class 1'
0,0.194226,0.340974,0.863121,0.863121,0.863121,'class 1'
1,0.260642,0.232391,0.591673,0.591673,0.591673,'class 1'
3,1.424866,1.149485,1.415269,1.742738,1.935946,'class 1'
1,1.686098,1.426266,1.571542,1.883383,2.069894,'class 1'
2,1.441851,1.453348,1.495824,1.881291,2.067901,'class 1'
0,0.563246,0.677473,1.35667,1.35667,1.35667,'class 1'
2,0.971308,0.641239,1.221695,1.221695,1.221695,'class 1'
1,0.888384,0.638374,1.228576,1.228576,1.228576,'class 1'
1,0.75842,0.629632,1.165784,1.165784,1.165784,'class 1'
1,0.687318,0.589478,0.958712,0.958712,0.958712,'class 1'
0,0.489106,0.498758,0.998364,0.998364,0.998364,'class 1'
0,0.256597,0.369452,0.958712,0.958712,0.958712,'class 1'
0,0.120202,0.243198,0.791858,0.791858,0.791858,'class 1'
0,0.11966,0.149507,0.453716,0.453716,0.453716,'class 1'
3,1.661784,1.259999,1.581031,1.884173,1.884173,'class 1'
0,1.279428,1.291142,1.571542,2.069894,2.069894,'class 1'
1,0.716661,0.541131,1.228576,1.228576,1.228576,'class 1'
0,0.655871,0.542019,1.228576,1.228576,1.228576,'class 1'
1,0.732107,0.5027,0.998364,0.998364,0.998364,'class 1'
1,0.602798,0.412027,0.958712,0.958712,0.958712,'class 1'
1,0.389486,0.289649,0.863121,0.863121,0.863121,'class 1'
2,1.393162,1.119387,1.548565,2.146543,2.146543,'class 1'
2,1.407437,1.188105,1.459148,1.973556,1.973556,'class 1'
1,1.255745,1.079795,1.541982,2.044557,2.044557,'class 1'
1,0.499016,0.391329,0.985228,0.985228,0.985228,'class 1'
1,0.555242,0.367195,0.958712,0.958712,0.958712,'class 1'
1,1.013243,0.980682,1.382102,1.907517,1.907517,'class 1'
0,1.464372,1.083211,1.351644,1.88141,1.88141,'class 1'
4,1.595137,1.017412,1.461838,1.776332,1.776332,'class 1'
0,0.805643,0.856839,1.432983,1.750225,1.750225,'class 1'
4,1.429781,0.947499,1.359993,1.684186,1.684186,'class 1'
0,1.085461,0.903956,1.299737,1.836918,1.836918,'class 1'
0,0.694796,0.776574,1.336666,1.549211,1.549211,'class 1'
1,0.831942,0.811834,1.13497,1.695689,1.695689,'class 1'
0,0.560395,0.763401,1.13497,1.695689,1.695689,'class 1'
1,0.790058,0.741013,1.438759,1.646442,1.646442,'class 1'
0,0.487834,0.719429,1.402993,1.818329,1.818329,'class 1'
0,0.516298,0.64939,1.189732,1.625379,1.625379,'class 1'
0,0.717743,0.716482,1.519046,1.519046,1.519046,'class 1'
1,0.693471,0.668173,1.278898,1.494193,1.494193,'class 1'
0,0.613888,0.573941,1.054016,1.28002,1.28002,'class 1'
0,0.533551,0.686053,1.5,1.704767,1.704767,'class 1'
2,0.887846,0.629906,1.278898,1.494193,1.494193,'class 1'
2,0.799749,0.515714,0.921928,1.154222,1.154222,'class 1'
0,0.664474,0.663401,1.438759,1.646442,1.646442,'class 1'
0,0.627149,0.59502,1.054016,1.28002,1.28002,'class 1'
0,0.414769,0.468009,1.054016,1.28002,1.28002,'class 1'
0,0.882723,0.642354,1.188376,1.407982,1.407982,'class 1'
3,1.019316,0.647935,1.295462,1.509969,1.509969,'class 1'
1,0.649392,0.566283,1.278898,1.494193,1.494193,'class 1'
0,0.288747,0.439989,1.054016,1.28002,1.28002,'class 1'
0,0.261223,0.304416,0.892943,0.892943,0.892943,'class 1'
0,0.555539,0.573464,1.219241,1.437377,1.437377,'class 1'
1,0.755227,0.635944,1.219241,1.437377,1.437377,'class 1'
0,0.715944,0.62354,1.336666,1.549211,1.549211,'class 1'
0,0.393526,0.538384,1.295462,1.509969,1.509969,'class 1'
0,0.363432,0.422767,1.054016,1.28002,1.28002,'class 1'
2,0.617802,0.305405,0.722858,0.722858,0.722858,'class 1'
0,0.229021,0.243558,0.856996,0.856996,0.856996,'class 1'
1,0.551837,0.620474,1.418026,1.418026,1.418026,'class 1'
1,0.698648,0.619403,1.440645,1.648239,1.648239,'class 1'
1,0.694945,0.584014,1.188376,1.407982,1.407982,'class 1'
0,0.461748,0.498514,1.336666,1.549211,1.549211,'class 1'
0,0.345529,0.388033,1.125491,1.125491,1.125491,'class 1'
1,0.487227,0.277891,0.722858,0.722858,0.722858,'class 1'
0,0.369637,0.372071,1.165784,1.165784,1.165784,'class 1'
0,0.106728,0.331913,1.11552,1.11552,1.11552,'class 1'
0,0.147167,0.337375,0.863121,0.863121,0.863121,'class 1'
0,0.199907,0.426203,1.165784,1.165784,1.165784,'class 1'
1,1.08643,0.735612,1.295462,1.509969,1.509969,'class 1'
2,1.424654,0.793043,1.406008,1.61525,1.61525,'class 1'
1,0.920955,0.741382,1.352724,1.564504,1.564504,'class 1'
0,0.582113,0.651683,1.360964,1.572352,1.572352,'class 1'
0,0.533696,0.580769,1.312744,1.312744,1.312744,'class 1'
1,0.777363,0.516104,1.26777,1.26777,1.26777,'class 1'
2,0.727726,0.426007,1.048841,1.048841,1.048841,'class 1'
0,0.311007,0.315576,1.125491,1.125491,1.125491,'class 1'
0,0.157988,0.21026,0.722858,0.722858,0.722858,'class 1'
0,0.385066,0.487934,1.228576,1.228576,1.228576,'class 1'
1,0.506735,0.514191,0.985228,0.985228,0.985228,'class 1'
0,0.495875,0.604418,1.228576,1.228576,1.228576,'class 1'
1,0.798274,0.750588,1.457717,1.664498,1.664498,'class 1'
2,1.390279,0.875627,1.457717,1.664498,1.664498,'class 1'
4,1.626829,0.884667,1.485475,1.690934,1.690934,'class 1'
0,0.955235,0.771353,1.438759,1.646442,1.646442,'class 1'
2,0.659202,0.619716,1.352724,1.564504,1.564504,'class 1'
0,0.440949,0.498047,1.378783,1.378783,1.378783,'class 1'
1,0.50622,0.405492,1.125491,1.125491,1.125491,'class 1'
0,0.400145,0.312373,0.856996,0.856996,0.856996,'class 1'
0,0.125875,0.213376,0.856996,0.856996,0.856996,'class 1'
0,0.0217,0.127431,0.548954,0.548954,0.548954,'class 1'
1,0.790843,0.605983,1.221695,1.221695,1.221695,'class 1'
1,0.821687,0.654621,1.20091,1.20091,1.20091,'class 1'
1,0.749629,0.732263,1.418026,1.418026,1.418026,'class 1'
1,0.883107,0.836381,1.323532,1.746435,1.746435,'class 1'
0,1.005883,0.898277,1.461838,1.87157,1.87157,'class 1'
0,0.866738,0.844793,1.557432,1.95806,1.95806,'class 1'
0,0.512843,0.692359,1.23616,1.453491,1.453491,'class 1'
0,0.492678,0.520504,1.054016,1.28002,1.28002,'class 1'
0,0.268016,0.380124,0.892943,0.892943,0.892943,'class 1'
0,0.155135,0.274063,1.023037,1.023037,1.023037,'class 1'
0,0.079503,0.187834,0.722858,0.722858,0.722858,'class 1'
0,0.0156,0.114906,0.548954,0.548954,0.548954,'class 1'
1,0.914703,0.683283,1.165784,1.165784,1.165784,'class 1'
0,0.780489,0.75052,1.336666,1.549211,1.549211,'class 1'
1,1.025828,0.81827,1.457717,1.664498,1.664498,'class 1'
2,1.234159,0.826829,1.377963,1.795683,1.795683,'class 1'
1,0.742461,0.727403,1.383808,1.800971,1.800971,'class 1'
0,0.415266,0.558254,1.086988,1.532419,1.532419,'class 1'
2,0.533905,0.392405,0.722858,0.722858,0.722858,'class 1'
0,0.243115,0.260369,0.722858,0.722858,0.722858,'class 1'
0,0.034162,0.162016,0.548954,0.548954,0.548954,'class 1'
0,0.006002,0.093525,0.276195,0.276195,0.276195,'class 1'
2,0.832251,0.568986,1.228576,1.228576,1.228576,'class 1'
1,0.764434,0.629057,1.360964,1.572352,1.572352,'class 1'
1,0.976039,0.67912,1.360964,1.572352,1.572352,'class 1'
3,1.262067,0.669042,1.141154,1.363008,1.363008,'class 1'
0,0.701269,0.564206,1.15678,1.37789,1.37789,'class 1'
0,0.252241,0.40741,0.921928,1.154222,1.154222,'class 1'
0,0.297452,0.410655,0.99176,1.220729,1.220729,'class 1'
0,0.365518,0.448922,1.15678,1.37789,1.37789,'class 1'
0,0.000121,0.033041,0,0,0,'class 1'
0,0.000711,0.04262,0,0,0,'class 1'
0,0.005224,0.062562,0.276195,0.276195,0.276195,'class 1'
0,0.012129,0.094203,0.276195,0.276195,0.276195,'class 1'
0,0.016268,0.146361,0.548954,0.548954,0.548954,'class 1'
0,0.061094,0.22859,0.568996,0.818096,0.818096,'class 1'
0,0.372996,0.32535,0.884184,1.118275,1.118275,'class 1'
3,0.779897,0.393066,0.721928,0.963746,0.963746,'class 1'
0,0.395159,0.407431,1.076298,1.301241,1.301241,'class 1'
0,0.006117,0.106665,0.276195,0.276195,0.276195,'class 1'
0,0.005842,0.099795,0.276195,0.276195,0.276195,'class 1'
0,0.01675,0.111854,0.453716,0.453716,0.453716,'class 1'
0,0.062662,0.144423,0.591673,0.591673,0.591673,'class 1'
0,0.135586,0.191401,0.722858,0.722858,0.722858,'class 1'
0,0.167125,0.251987,0.856996,0.856996,0.856996,'class 1'
0,0.305664,0.32506,0.884184,1.118275,1.118275,'class 1'
0,0.427067,0.391906,0.747585,0.988181,0.988181,'class 1'
0,0.519013,0.422734,0.747585,0.988181,0.988181,'class 1'
0,0.230768,0.413298,0.884184,1.118275,1.118275,'class 1'
0,0.146757,0.38608,0.99176,1.220729,1.220729,'class 1'
0,0.163753,0.284191,0.468996,0.722858,0.722858,'class 1'
0,0.088869,0.257591,0.60984,0.856996,0.856996,'class 1'
0,0.069883,0.223551,0.702467,0.702467,0.702467,'class 1'
0,0.146341,0.220578,0.791858,0.791858,0.791858,'class 1'
0,0.234982,0.25414,0.791858,0.791858,0.791858,'class 1'
1,0.40068,0.307127,1.048841,1.048841,1.048841,'class 1'
0,0.421708,0.365777,1.048841,1.048841,1.048841,'class 1'
2,0.656261,0.420351,1.11552,1.11552,1.11552,'class 1'
1,0.617267,0.461082,0.99176,1.220729,1.220729,'class 1'
1,0.444617,0.482425,1.15678,1.37789,1.37789,'class 1'
0,0.232151,0.488829,1.141154,1.363008,1.363008,'class 1'
0,0.226474,0.486427,1.322306,1.322306,1.322306,'class 1'
0,0.278887,0.459988,1.246705,1.246705,1.246705,'class 1'
0,0.219149,0.38493,1.246705,1.246705,1.246705,'class 1'
0,0.237457,0.461587,0.742488,1.220729,1.220729,'class 1'
0,0.37045,0.490178,0.831474,1.301241,1.301241,'class 1'
1,0.795049,0.514851,0.629249,1.118275,1.118275,'class 1'
0,0.468185,0.462842,0.742488,1.220729,1.220729,'class 1'
0,0.256013,0.374092,0.811278,1.048841,1.048841,'class 1'
1,0.436367,0.328959,0.863121,0.863121,0.863121,'class 1'
0,0.451716,0.34552,0.863121,0.863121,0.863121,'class 1'
1,0.50341,0.39663,1.20091,1.20091,1.20091,'class 1'
0,0.462993,0.452965,1.20091,1.20091,1.20091,'class 1'
0,0.488464,0.496568,1.221695,1.221695,1.221695,'class 1'
0,0.398165,0.533609,1.26777,1.26777,1.26777,'class 1'
0,0.436812,0.582855,1.295462,1.509969,1.509969,'class 1'
0,0.568685,0.641155,1.295462,1.509969,1.509969,'class 1'
1,0.737156,0.682249,1.406008,1.61525,1.61525,'class 1'
1,0.884135,0.674128,1.378783,1.378783,1.378783,'class 1'
1,0.779753,0.592523,1.312744,1.312744,1.312744,'class 1'
0,0.367652,0.559859,0.970951,1.20091,1.20091,'class 1'
0,0.214987,0.575136,1.194174,1.746435,1.746435,'class 1'
0,0.822503,0.666753,1.105014,1.548729,1.548729,'class 1'
4,1.637236,0.716204,1.086988,1.532419,1.532419,'class 1'
1,0.956661,0.629542,1.105014,1.548729,1.548729,'class 1'
0,0.364716,0.474968,1.105014,1.548729,1.548729,'class 1'
1,0.495364,0.375263,0.791858,0.791858,0.791858,'class 1'
1,0.488785,0.369144,0.918296,0.918296,0.918296,'class 1'
0,0.442948,0.426138,0.998364,0.998364,0.998364,'class 1'
1,0.624208,0.498378,1.221695,1.221695,1.221695,'class 1'
1,0.594694,0.55123,1.228576,1.228576,1.228576,'class 1'
0,0.380699,0.599694,1.368996,1.580001,1.580001,'class 1'
1,0.740284,0.682967,1.219241,1.437377,1.437377,'class 1'
2,1.268635,0.79161,1.23616,1.453491,1.453491,'class 1'
1,1.14303,0.87342,1.432983,1.750225,1.750225,'class 1'
2,1.212278,0.884346,1.461838,1.776332,1.776332,'class 1'
2,1.188182,0.801008,1.457717,1.664498,1.664498,'class 1'
0,0.288982,0.598222,1.219241,1.437377,1.437377,'class 1'
0,0.409601,0.631686,1.105014,1.548729,1.548729,'class 1'
1,1.104666,0.739926,1.267444,1.695689,1.695689,'class 1'
3,1.602995,0.78122,1.267444,1.695689,1.695689,'class 1'
0,0.928244,0.664238,1.267444,1.695689,1.695689,'class 1'
0,0.272687,0.469263,1.021455,1.473128,1.473128,'class 1'
0,0.193906,0.334854,0.963746,0.963746,0.963746,'class 1'
0,0.197761,0.317255,0.918296,0.918296,0.918296,'class 1'
0,0.474392,0.624664,1.368996,1.580001,1.580001,'class 1'
0,0.766274,0.712666,1.188376,1.407982,1.407982,'class 1'
4,1.383281,0.841463,1.383808,1.705733,1.705733,'class 1'
0,1.056687,0.95604,1.509027,1.819027,1.819027,'class 1'
0,1.107154,0.997675,1.568316,1.872669,1.872669,'class 1'
1,1.103577,0.931636,1.521928,1.725651,1.725651,'class 1'
0,0.785065,0.765947,1.512888,1.717041,1.717041,'class 1'
1,0.693134,0.741308,1.448816,1.448816,1.448816,'class 1'
0,0.399239,0.637889,1.378783,1.378783,1.378783,'class 1'
1,0.587398,0.629945,1.336666,1.549211,1.549211,'class 1'
2,0.98833,0.687103,1.189732,1.625379,1.625379,'class 1'
0,1.02783,0.68645,1.267444,1.695689,1.695689,'class 1'
2,0.764944,0.558527,1.086988,1.532419,1.532419,'class 1'
0,0.260782,0.371082,0.884184,1.118275,1.118275,'class 1'
0,0.495305,0.63861,1.352724,1.564504,1.564504,'class 1'
0,0.701679,0.765763,1.189732,1.53014,1.53014,'class 1'
0,0.961732,0.912635,1.347223,1.87762,1.87762,'class 1'
4,1.394064,0.998754,1.495538,2.004748,2.004748,'class 1'
1,1.236081,0.964023,1.524317,1.928098,1.928098,'class 1'
2,1.092948,0.812568,1.457717,1.664498,1.664498,'class 1'
2,1.290001,1.014131,1.432983,1.750225,1.750225,'class 1'
1,0.862815,0.841855,1.457717,1.664498,1.664498,'class 1'
0,0.511388,0.676546,1.460721,1.460721,1.460721,'class 1'
0,0.414493,0.589525,1.312744,1.312744,1.312744,'class 1'
0,0.554814,0.558808,1.278898,1.494193,1.494193,'class 1'
1,0.55329,0.504496,1.15678,1.37789,1.37789,'class 1'
0,0.372785,0.384229,0.921928,1.154222,1.154222,'class 1'
0,0.427204,0.610367,0.803072,1.411205,1.411205,'class 1'
2,0.91101,0.78537,1.052941,1.625379,1.625379,'class 1'
0,1.189746,0.914015,1.402993,1.818329,1.818329,'class 1'
0,0.990516,0.910375,1.467458,1.876655,1.876655,'class 1'
2,0.949867,0.775981,1.432983,1.845463,1.845463,'class 1'
0,0.62971,0.577127,1.26777,1.26777,1.26777,'class 1'
3,1.823694,1.22367,1.495538,1.873563,1.873563,'class 1'
2,1.419594,1.129369,1.546632,1.917357,1.917357,'class 1'
0,0.861382,0.91868,1.461838,1.776332,1.776332,'class 1'
2,0.745478,0.702574,1.448816,1.448816,1.448816,'class 1'
0,0.44254,0.542558,1.312744,1.312744,1.312744,'class 1'
1,0.361821,0.431908,1.206003,1.206003,1.206003,'class 1'
0,0.25009,0.332762,0.892943,0.892943,0.892943,'class 1'
0,0.668475,0.612777,1.086988,1.532419,1.532419,'class 1'
3,1.243131,0.766345,1.215533,1.648723,1.648723,'class 1'
1,1.036768,0.791674,1.383808,1.800971,1.800971,'class 1'
0,0.560462,0.681598,1.512888,1.717041,1.717041,'class 1'
0,0.334412,0.504864,1.409975,1.409975,1.409975,'class 1'
0,1.461019,1.298726,1.495538,1.873563,1.873563,'class 1'
1,1.243109,1.191143,1.571542,1.938709,1.938709,'class 1'
0,0.813261,0.962092,1.509027,1.819027,1.819027,'class 1'
1,0.743066,0.715448,1.336666,1.549211,1.549211,'class 1'
0,0.448487,0.510461,1.11552,1.11552,1.11552,'class 1'
0,0.208735,0.352008,1.11552,1.11552,1.11552,'class 1'
0,0.074094,0.226383,0.702467,0.702467,0.702467,'class 1'
0,0.320051,0.420508,0.921928,1.154222,1.154222,'class 1'
1,0.892143,0.571686,1.054016,1.28002,1.28002,'class 1'
2,1.002596,0.624866,1.181291,1.401234,1.401234,'class 1'
0,0.613627,0.556005,1.278898,1.494193,1.494193,'class 1'
0,0.313044,0.414831,1.246705,1.246705,1.246705,'class 1'
1,1.24084,1.318999,1.565653,1.9699,1.9699,'class 1'
2,1.521606,1.375095,1.571542,1.938709,1.938709,'class 1'
3,1.441653,1.255249,1.584962,2.081397,2.081397,'class 1'
1,0.928696,1.006325,1.524317,1.928098,1.928098,'class 1'
1,0.678811,0.729604,1.167437,1.605207,1.605207,'class 1'
1,0.500559,0.496133,1.165784,1.165784,1.165784,'class 1'
0,0.26682,0.318283,0.863121,0.863121,0.863121,'class 1'
0,0.544628,0.427231,1.054016,1.28002,1.28002,'class 1'
2,0.727833,0.40506,1.023037,1.023037,1.023037,'class 1'
1,1.361414,1.526055,1.579434,1.995237,1.995237,'class 1'
2,1.605653,1.541981,1.54618,2.141788,2.141788,'class 1'
0,1.350719,1.38699,1.571542,2.069894,2.069894,'class 1'
0,0.957511,1.09189,1.557432,1.95806,1.95806,'class 1'
0,0.492421,0.761472,1.21081,1.644449,1.644449,'class 1'
0,0.36783,0.49094,0.934068,1.165784,1.165784,'class 1'
1,0.421362,0.301801,0.702467,0.702467,0.702467,'class 1'
3,1.929583,1.75324,1.530125,2.313675,2.313675,'class 1'
2,2.058308,1.842347,1.54618,2.141788,2.141788,'class 1'
2,2.013608,1.804579,1.492614,2.201079,2.201079,'class 1'
2,1.826731,1.591779,1.54618,2.201079,2.201079,'class 1'
4,1.502431,1.22243,1.446648,2.064039,2.064039,'class 1'
0,0.652693,0.810839,1.406008,1.61525,1.61525,'class 1'
0,0.280002,0.482812,0.811278,1.048841,1.048841,'class 1'
1,0.373935,0.274365,0.702467,0.702467,0.702467,'class 1'
3,2.585856,2.0751,1.554585,2.398303,2.398303,'class 1'
3,2.424243,2.151588,1.435371,2.398303,2.398303,'class 1'
3,2.367909,2.081888,1.384431,2.201079,2.201079,'class 1'
2,2.138391,1.816176,1.505823,2.201079,2.201079,'class 1'
0,1.421776,1.366973,1.3831,1.976648,1.976648,'class 1'
1,0.628047,0.866549,1.215533,1.553485,1.553485,'class 1'
0,0.203213,0.471482,0.884184,1.118275,1.118275,'class 1'
0,2.362809,2.220828,1.570951,2.439006,2.439006,'class 1'
2,2.300672,2.335569,1.378783,2.241781,2.241781,'class 1'
1,2.53487,2.280416,1.435371,2.212582,2.212582,'class 1'
4,2.592503,1.993214,1.526235,2.267118,2.267118,'class 1'
2,1.577793,1.491129,1.530125,2.218437,2.218437,'class 1'
0,0.533344,0.926318,1.159555,1.795683,1.795683,'class 1'
0,0.103508,0.47551,0.884184,1.118275,1.118275,'class 1'
1,0.956561,0.732956,1.457717,1.664498,1.664498,'class 1'
1,0.858925,0.721176,1.368996,1.580001,1.580001,'class 1'
1,0.651563,0.647856,1.360964,1.572352,1.572352,'class 1'
0,0.395426,0.566074,1.336666,1.549211,1.549211,'class 1'
0,0.327944,0.513241,1.076298,1.301241,1.301241,'class 1'
0,0.331344,0.479307,0.913283,1.375258,1.375258,'class 1'
0,0.229198,0.435562,0.884184,1.118275,1.118275,'class 1'
0,0.268564,0.37237,0.884184,1.118275,1.118275,'class 1'
4,2.520188,2.150516,1.572624,2.470197,2.470197,'class 1'
3,2.870065,2.321852,1.561278,2.169887,2.169887,'class 1'
4,3.125259,2.311343,1.521928,2.243774,2.243774,'class 1'
4,2.778843,2.043491,1.539485,2.280951,2.280951,'class 1'
1,1.702559,1.545594,1.530125,2.218437,2.218437,'class 1'
0,0.758275,0.972939,1.251629,1.795683,1.795683,'class 1'
0,0.195052,0.499275,0.921928,1.154222,1.154222,'class 1'
3,1.41611,0.879781,1.529428,1.837485,1.837485,'class 1'
1,1.257507,0.901044,1.359993,1.684186,1.684186,'class 1'
0,0.87319,0.847148,1.382102,1.776332,1.776332,'class 1'
1,0.845908,0.786485,1.440645,1.648239,1.648239,'class 1'
1,1.035304,0.763104,1.312431,1.736392,1.736392,'class 1'
2,1.07756,0.749731,1.189732,1.625379,1.625379,'class 1'
0,0.958366,0.697563,1.189732,1.625379,1.625379,'class 1'
1,0.652129,0.599637,1.15678,1.37789,1.37789,'class 1'
1,1.969951,1.884445,1.554585,2.298309,2.298309,'class 1'
4,2.693719,2.075109,1.554585,2.298309,2.298309,'class 1'
4,3.005541,2.102454,1.584962,2.284476,2.284476,'class 1'
1,2.403986,1.887112,1.5,2.267118,2.267118,'class 1'
2,1.791824,1.458856,1.378783,2.165894,2.165894,'class 1'
3,1.211669,0.949145,1.224394,1.772339,1.772339,'class 1'
0,0.390452,0.504145,0.884184,1.118275,1.118275,'class 1'
2,1.500945,0.912273,1.377963,1.700445,1.700445,'class 1'
2,1.185959,0.898597,1.392147,1.784942,1.784942,'class 1'
1,1.064139,0.867895,1.509027,1.819027,1.819027,'class 1'
3,1.317803,0.874631,1.312431,1.736392,1.736392,'class 1'
0,1.445775,0.890679,1.267444,1.695689,1.695689,'class 1'
